docID	semanticType	characterSpan
essay205	hypothetical_instance	1022:1121
essay205	hypothetical_instance	1128:1217
essay205	value	1232:1327
essay205	hypothetical_instance	1329:1461
essay205	hypothetical_instance	1463:1606
essay205	statistics	1608:1734
essay205	common_ground	1940:2046
essay205	fact	2154:2312
essay205	common_ground	2314:2396
essay205	common_ground	2057:2152
essay206	value	258:296
essay206	value	301:401
essay206	value	1568:1600
essay206	value	1613:1737
essay206	statistics	1739:1821
essay206	statistics	1832:1898
essay206	statistics	1935:2018
essay206	common_ground	412:512
essay206	statistics	514:626
essay206	statistics	634:689
essay206	statistics	691:870
essay206	statistics	882:995
essay206	value	1028:1100
essay206	value	1112:1160
essay206	statistics	1162:1289
essay206	common_ground	1302:1364
essay206	statistics	1371:1443
essay206	statistics	1445:1516
essay206	common_ground	1525:1551
essay207	fact	1472:1521
essay207	common_ground	1528:1599
essay207	value	1625:1737
essay207	statistics	376:456
essay207	value	601:709
essay207	statistics	469:589
essay207	hypothetical_instance	724:926
essay207	value	1159:1279
essay207	real_example	1028:1144
essay207	common_ground	1295:1333
essay207	hypothetical_instance	1335:1455
essay208	fact	325:353
essay208	policy	355:415
essay208	fact	471:526
essay208	common_ground	528:653
essay208	common_ground	655:745
essay208	hypothetical_instance	756:807
essay208	common_ground	829:870
essay208	common_ground	872:1030
essay208	common_ground	1041:1109
essay208	value	1111:1168
essay208	value	1183:1264
essay208	hypothetical_instance	1266:1435
essay208	hypothetical_instance	1437:1533
essay208	policy	1572:1623
essay209	value	1406:1460
essay209	policy	1473:1529
essay209	policy	916:1041
essay209	common_ground	790:903
essay209	value	1058:1160
essay209	common_ground	1162:1327
essay209	value	375:468
essay209	hypothetical_instance	485:631
essay209	common_ground	642:693
essay209	common_ground	695:779
essay210	policy	1619:1812
essay210	policy	274:387
essay210	common_ground	410:524
essay210	statistics	541:723
essay210	policy	736:944
essay210	policy	968:1095
essay210	common_ground	1112:1220
essay210	common_ground	1233:1388
essay210	real_example	1403:1602
essay211	policy	2039:2079
essay211	value	1939:2026
essay211	common_ground	354:434
essay211	hypothetical_instance	436:551
essay211	common_ground	567:814
essay211	value	816:962
essay211	policy	1349:1428
essay211	common_ground	1432:1512
essay211	common_ground	1145:1341
essay211	common_ground	977:1055
essay211	statistics	1057:1143
essay211	fact	1541:1614
essay211	common_ground	1640:1661
essay211	statistics	1670:1796
essay211	statistics	1808:1898
essay211	policy	256:337
essay212	fact	386:450
essay212	policy	2138:2197
essay212	value	465:558
essay212	statistics	560:689
essay212	common_ground	691:802
essay212	hypothetical_instance	817:1027
essay212	hypothetical_instance	1042:1111
essay212	value	1132:1185
essay212	hypothetical_instance	1187:1326
essay212	hypothetical_instance	1328:1439
essay212	real_example	1441:1512
essay212	real_example	1514:1579
essay212	real_example	1581:1691
essay212	real_example	1702:1768
essay212	real_example	1770:1827
essay212	real_example	1837:1933
essay212	hypothetical_instance	1935:2124
essay213	value	255:311
essay213	value	1675:1805
essay213	hypothetical_instance	385:479
essay213	statistics	324:379
essay213	real_example	481:565
essay213	hypothetical_instance	567:768
essay213	statistics	770:878
essay213	policy	891:1040
essay213	value	1052:1139
essay213	hypothetical_instance	1141:1218
essay213	hypothetical_instance	1220:1313
essay213	hypothetical_instance	1315:1364
essay213	common_ground	1373:1413
essay213	hypothetical_instance	1415:1521
essay214	common_ground	2436:2503
essay214	policy	2516:2652
essay214	value	2370:2434
essay214	policy	247:371
essay214	value	380:488
essay214	statistics	730:872
essay214	policy	1154:1202
essay214	common_ground	1211:1291
essay214	hypothetical_instance	887:1010
essay214	hypothetical_instance	1028:1141
essay214	common_ground	513:697
essay214	value	1403:1537
essay214	statistics	1539:1678
essay214	statistics	1680:1756
essay214	statistics	1765:1842
essay214	common_ground	1897:2036
essay214	statistics	2149:2217
essay214	common_ground	2038:2139
essay214	statistics	2234:2354
essay214	value	1853:1895
essay215	value	274:359
essay215	fact	1624:1685
essay215	value	1804:1898
essay215	hypothetical_instance	1691:1787
essay215	value	368:440
essay215	hypothetical_instance	507:589
essay215	hypothetical_instance	442:502
essay215	real_example	591:652
essay215	statistics	654:710
essay215	real_example	712:807
essay215	real_example	809:840
essay215	real_example	842:892
essay215	value	947:999
essay215	common_ground	900:945
essay215	real_example	1014:1129
essay215	common_ground	1131:1197
essay215	hypothetical_instance	1199:1266
essay215	policy	1274:1397
essay215	real_example	1399:1468
essay215	real_example	1470:1560
essay215	real_example	1562:1613
essay216	value	1961:2063
essay216	value	250:326
essay216	value	381:479
essay216	fact	987:1084
essay216	common_ground	481:606
essay216	common_ground	618:676
essay216	statistics	696:743
essay216	real_example	758:835
essay216	statistics	848:975
essay216	common_ground	1086:1162
essay216	real_example	1178:1270
essay216	real_example	1272:1361
essay216	real_example	1376:1473
essay216	value	1496:1565
essay216	real_example	1567:1639
essay216	common_ground	1641:1732
essay216	common_ground	1734:1787
essay216	common_ground	1796:1851
essay216	common_ground	1853:1944
essay217	value	2037:2107
essay217	fact	447:559
essay217	common_ground	561:693
essay217	common_ground	695:857
essay217	hypothetical_instance	859:954
essay217	value	975:1067
essay217	statistics	1084:1173
essay217	hypothetical_instance	1188:1254
essay217	hypothetical_instance	1256:1338
essay217	common_ground	1353:1427
essay217	common_ground	1429:1470
essay217	common_ground	1485:1607
essay217	common_ground	1689:1746
essay217	fact	1763:1845
essay218	value	147:196
essay218	value	205:259
essay218	common_ground	261:343
essay218	common_ground	345:410
essay218	common_ground	412:464
essay218	real_example	479:624
essay218	real_example	636:716
essay218	fact	724:772
essay218	common_ground	774:841
essay218	common_ground	851:910
essay218	value	923:986
essay218	common_ground	988:1107
essay218	real_example	1122:1182
essay218	real_example	1194:1309
essay218	value	1327:1393
essay219	value	356:461
essay219	value	1654:1721
essay219	value	1338:1509
essay219	fact	477:584
essay219	statistics	600:774
essay219	statistics	795:842
essay219	common_ground	851:912
essay219	value	935:1061
essay219	common_ground	1063:1149
essay219	statistics	1151:1249
essay219	value	1251:1321
essay220	value	211:308
essay220	value	1924:1970
essay220	value	1818:1915
essay220	common_ground	469:526
essay220	value	879:916
essay220	common_ground	528:611
essay220	statistics	613:682
essay220	common_ground	684:805
essay220	common_ground	807:863
essay220	hypothetical_instance	1064:1140
essay220	hypothetical_instance	1152:1208
essay220	hypothetical_instance	1210:1292
essay220	value	1305:1372
essay220	statistics	931:976
essay220	common_ground	978:1051
essay220	common_ground	1410:1463
essay220	hypothetical_instance	1465:1533
essay220	common_ground	1535:1642
essay220	hypothetical_instance	1644:1721
essay220	value	1730:1805
essay221	value	260:298
essay221	value	300:331
essay221	value	333:367
essay221	value	375:410
essay221	fact	426:460
essay221	common_ground	583:633
essay221	common_ground	635:706
essay221	common_ground	708:764
essay221	common_ground	776:842
essay221	common_ground	853:934
essay221	common_ground	943:976
essay221	value	988:1068
essay221	statistics	1070:1117
essay221	common_ground	1119:1179
essay221	common_ground	1194:1263
essay221	common_ground	1285:1384
essay221	statistics	1386:1451
essay221	hypothetical_instance	1453:1559
essay221	value	1622:1654
essay221	common_ground	1561:1620
essay221	value	1672:1784
essay221	value	1808:1842
essay222	value	1625:1699
essay222	fact	47:158
essay222	value	170:290
essay222	fact	299:383
essay222	common_ground	385:478
essay222	common_ground	480:610
essay222	common_ground	626:717
essay222	value	727:780
essay222	common_ground	782:863
essay222	common_ground	882:947
essay222	common_ground	968:1017
essay222	common_ground	1045:1165
essay222	value	1537:1608
essay222	common_ground	1191:1276
essay222	common_ground	1284:1369
essay222	common_ground	1371:1526
essay223	value	262:320
essay223	value	1518:1558
essay223	hypothetical_instance	1569:1662
essay223	value	1784:1871
essay223	real_example	1674:1763
essay223	value	378:424
essay223	common_ground	426:519
essay223	hypothetical_instance	521:603
essay223	real_example	618:654
essay223	real_example	656:695
essay223	real_example	697:738
essay223	real_example	746:819
essay223	common_ground	821:923
essay223	value	939:976
essay223	statistics	1030:1075
essay223	common_ground	1083:1121
essay223	hypothetical_instance	1123:1198
essay223	real_example	1215:1252
essay223	real_example	1258:1280
essay223	real_example	1291:1366
essay223	real_example	1377:1449
essay223	real_example	1457:1490
essay224	value	356:428
essay224	policy	2296:2351
essay224	value	2372:2460
essay224	value	493:587
essay224	common_ground	589:746
essay224	common_ground	761:859
essay224	common_ground	872:925
essay224	common_ground	945:1045
essay224	common_ground	1047:1115
essay224	fact	1127:1195
essay224	hypothetical_instance	1197:1288
essay224	common_ground	1297:1341
essay224	statistics	1355:1468
essay224	statistics	1475:1509
essay224	statistics	1518:1569
essay224	hypothetical_instance	1571:1630
essay224	hypothetical_instance	1635:1695
essay224	policy	1826:1904
essay224	real_example	1718:1809
essay224	hypothetical_instance	1906:1967
essay224	hypothetical_instance	1982:2115
essay225	value	83:129
essay225	value	131:350
essay225	fact	615:715
essay225	real_example	717:864
essay225	common_ground	352:449
essay225	common_ground	451:539
essay225	common_ground	541:609
essay225	fact	1227:1294
essay225	hypothetical_instance	1123:1214
essay225	common_ground	867:1002
essay225	hypothetical_instance	1004:1121
essay225	common_ground	1396:1558
essay225	hypothetical_instance	1560:1627
essay225	hypothetical_instance	1639:1696
essay225	value	1296:1394
essay225	value	1698:1764
essay225	fact	1766:1886
essay226	fact	200:220
essay226	fact	222:344
essay226	policy	1968:2058
essay226	value	823:883
essay226	common_ground	462:581
essay226	common_ground	590:623
essay226	common_ground	625:810
essay226	common_ground	361:460
essay226	hypothetical_instance	1040:1094
essay226	value	895:959
essay226	hypothetical_instance	961:1038
essay226	hypothetical_instance	1096:1265
essay226	testimony	1281:1425
essay226	fact	1448:1531
essay226	hypothetical_instance	1533:1621
essay226	hypothetical_instance	1623:1738
essay226	hypothetical_instance	1740:1847
essay226	common_ground	1849:1920
essay226	common_ground	1922:1954
essay227	value	295:402
essay227	value	1459:1518
essay227	value	1528:1573
essay227	statistics	405:490
essay227	common_ground	498:600
essay227	value	941:1011
essay227	real_example	798:928
essay227	real_example	602:796
essay227	statistics	1088:1199
essay227	fact	1380:1445
essay227	real_example	1286:1365
essay227	real_example	1201:1284
essay227	real_example	1014:1086
essay228	value	355:451
essay228	fact	465:529
essay228	value	548:582
essay228	common_ground	597:720
essay228	value	730:781
essay228	fact	783:858
essay228	real_example	872:962
essay228	real_example	964:1013
essay228	common_ground	1023:1058
essay228	real_example	1070:1199
essay228	common_ground	1213:1263
essay228	fact	1275:1320
essay228	value	1544:1585
essay228	value	1334:1397
essay228	value	1402:1470
essay228	fact	1483:1520
essay229	value	336:389
essay229	value	400:419
essay229	statistics	501:571
essay229	common_ground	573:607
essay229	hypothetical_instance	609:666
essay229	common_ground	687:721
essay229	real_example	736:795
essay229	real_example	806:873
essay229	value	921:964
essay229	common_ground	1301:1331
essay229	hypothetical_instance	1197:1292
essay229	statistics	1333:1409
essay229	hypothetical_instance	1116:1186
essay229	hypothetical_instance	1009:1106
essay229	fact	975:998
essay229	fact	1424:1477
essay229	value	1486:1525
essay230	value	468:559
essay230	fact	721:773
essay230	real_example	798:878
essay230	real_example	880:943
essay230	real_example	960:1012
essay230	real_example	1025:1144
essay230	hypothetical_instance	595:713
essay230	fact	1156:1248
essay230	hypothetical_instance	1264:1387
essay230	statistics	1389:1473
essay230	hypothetical_instance	1475:1581
essay230	policy	1598:1699
essay230	value	1733:1834
essay231	value	40:99
essay231	value	151:226
essay231	hypothetical_instance	998:1096
essay231	value	937:996
essay231	value	1151:1242
essay231	fact	252:351
essay231	hypothetical_instance	357:445
essay231	real_example	447:540
essay231	real_example	542:600
essay231	statistics	602:668
essay231	value	855:935
essay231	testimony	719:794
essay231	real_example	670:717
essay232	value	105:133
essay232	value	135:267
essay232	value	278:337
essay232	common_ground	339:391
essay232	hypothetical_instance	406:616
essay232	statistics	628:703
essay232	fact	708:771
essay232	statistics	773:833
essay232	hypothetical_instance	931:1051
essay232	hypothetical_instance	1057:1173
essay232	fact	844:895
essay232	value	1200:1233
essay233	value	1206:1254
essay233	policy	1327:1374
essay233	statistics	1384:1435
essay233	common_ground	1440:1488
essay233	value	493:590
essay233	common_ground	438:487
essay233	statistics	378:419
essay233	hypothetical_instance	605:780
essay233	value	792:995
essay233	hypothetical_instance	1010:1120
essay233	statistics	1122:1187
essay234	value	255:403
essay234	value	1822:1896
essay234	fact	1934:2033
essay234	hypothetical_instance	637:721
essay234	value	414:447
essay234	statistics	530:624
essay234	statistics	736:803
essay234	common_ground	808:871
essay234	statistics	983:1065
essay234	hypothetical_instance	1070:1120
essay234	common_ground	1131:1172
essay234	policy	1197:1299
essay234	common_ground	887:974
essay234	value	1323:1381
essay234	hypothetical_instance	1389:1467
essay234	statistics	1469:1594
essay234	common_ground	1639:1691
essay234	hypothetical_instance	1700:1797
essay234	common_ground	469:516
essay235	policy	156:233
essay235	fact	242:345
essay235	statistics	368:448
essay235	common_ground	457:565
essay235	value	628:689
essay235	common_ground	567:626
essay235	common_ground	691:828
essay235	common_ground	839:1077
essay235	common_ground	1089:1248
essay235	statistics	1250:1365
essay235	value	1367:1504
essay235	policy	1517:1702
essay236	policy	277:357
essay236	policy	1873:1970
essay236	fact	524:577
essay236	common_ground	462:515
essay236	common_ground	387:460
essay236	hypothetical_instance	588:629
essay236	real_example	645:756
essay236	real_example	758:859
essay236	real_example	861:927
essay236	fact	1122:1205
essay236	common_ground	929:1010
essay236	hypothetical_instance	1016:1120
essay236	fact	1220:1321
essay236	common_ground	1323:1400
essay236	common_ground	1402:1453
essay236	fact	1606:1680
essay236	common_ground	1525:1604
essay236	common_ground	1464:1523
essay236	hypothetical_instance	1682:1758
essay236	hypothetical_instance	1760:1856
essay237	value	212:302
essay237	fact	304:432
essay237	fact	435:517
essay237	statistics	519:580
essay237	common_ground	582:664
essay237	statistics	666:781
essay237	statistics	783:883
essay237	fact	885:1013
essay237	statistics	1015:1055
essay237	statistics	1064:1122
essay237	statistics	1124:1283
essay237	hypothetical_instance	1573:1676
essay237	hypothetical_instance	1474:1566
essay237	value	1349:1472
essay237	hypothetical_instance	1678:1839
essay237	value	1892:1953
essay237	value	1849:1887
essay238	fact	146:203
essay238	value	212:290
essay238	fact	1154:1254
essay238	value	1264:1288
essay238	fact	393:508
essay238	other	526:571
essay238	common_ground	573:685
essay238	common_ground	687:739
essay238	value	750:817
essay238	real_example	819:1138
essay239	fact	542:611
essay239	hypothetical_instance	613:758
essay239	hypothetical_instance	773:939
essay239	hypothetical_instance	941:1023
essay239	hypothetical_instance	1034:1090
essay239	fact	1102:1159
essay239	common_ground	1161:1299
essay239	common_ground	1301:1376
essay239	common_ground	1378:1470
essay239	common_ground	1480:1576
essay239	policy	1985:2051
essay239	fact	1587:1639
essay239	common_ground	1645:1709
essay239	common_ground	1711:1852
essay239	hypothetical_instance	1854:1956
essay240	value	399:474
essay240	fact	839:934
essay240	common_ground	491:670
essay240	hypothetical_instance	672:824
essay240	hypothetical_instance	1111:1184
essay240	hypothetical_instance	1043:1109
essay240	statistics	1186:1257
essay240	statistics	1266:1378
essay240	fact	949:1033
essay240	value	1514:1595
essay241	value	119:177
essay241	value	188:237
essay241	common_ground	256:375
essay241	fact	405:463
essay241	statistics	465:522
essay241	statistics	534:568
essay241	statistics	574:592
essay241	fact	608:702
essay241	common_ground	704:825
essay241	statistics	840:886
essay241	statistics	888:950
essay241	value	955:993
essay241	fact	1004:1077
essay241	common_ground	1089:1167
essay241	value	1207:1249
essay242	value	290:350
essay242	value	364:390
essay242	common_ground	392:451
essay242	hypothetical_instance	453:538
essay242	fact	553:580
essay242	fact	592:658
essay242	statistics	667:723
essay242	statistics	725:769
essay242	common_ground	778:826
essay242	real_example	841:971
essay242	common_ground	973:1037
essay242	real_example	1046:1097
essay242	value	1108:1221
essay242	hypothetical_instance	1223:1313
essay242	real_example	1315:1409
essay242	real_example	1411:1474
essay242	real_example	1476:1539
essay242	real_example	1541:1617
essay242	real_example	1626:1713
essay242	real_example	1727:1823
essay242	real_example	1825:1872
essay242	statistics	1885:1934
essay242	value	1951:2034
essay242	value	2041:2075
essay243	value	270:363
essay243	value	386:430
essay243	real_example	432:474
essay243	hypothetical_instance	490:610
essay243	common_ground	612:686
essay243	hypothetical_instance	688:742
essay243	common_ground	754:801
essay243	hypothetical_instance	1165:1212
essay243	value	816:860
essay243	statistics	885:937
essay243	statistics	939:1005
essay243	hypothetical_instance	1021:1152
essay243	hypothetical_instance	1214:1302
essay243	hypothetical_instance	1304:1387
essay243	value	1855:1919
essay243	common_ground	1409:1442
essay243	common_ground	1446:1518
essay243	common_ground	1520:1615
essay243	hypothetical_instance	1630:1708
essay243	hypothetical_instance	1710:1798
essay243	common_ground	1800:1853
essay243	value	1997:2047
essay243	value	2049:2079
essay244	value	365:398
essay244	fact	407:461
essay244	statistics	628:708
essay244	statistics	540:620
essay244	statistics	715:768
essay244	real_example	770:924
essay244	common_ground	926:1066
essay244	real_example	1077:1174
essay244	value	478:538
essay244	hypothetical_instance	1402:1494
essay244	common_ground	1303:1394
essay244	statistics	1520:1630
essay244	common_ground	1632:1669
essay244	common_ground	1678:1726
essay244	fact	1186:1301
essay244	value	1765:1907
essay244	fact	1909:2008
essay245	value	169:218
essay245	hypothetical_instance	437:516
essay245	hypothetical_instance	525:571
essay245	value	321:352
essay245	statistics	354:435
essay245	real_example	828:916
essay245	real_example	920:961
essay245	real_example	721:826
essay245	real_example	642:719
essay245	fact	583:629
essay245	common_ground	1125:1216
essay245	hypothetical_instance	1218:1323
essay245	fact	972:1110
essay245	fact	1338:1400
essay245	common_ground	1402:1490
essay245	value	1631:1693
essay246	value	47:103
essay246	value	1237:1282
essay246	value	323:375
essay246	common_ground	193:307
essay246	hypothetical_instance	390:549
essay246	fact	564:662
essay246	hypothetical_instance	681:832
essay246	hypothetical_instance	841:873
essay246	value	896:989
essay246	hypothetical_instance	991:1155
essay246	hypothetical_instance	1163:1201
essay247	value	319:349
essay247	fact	2223:2252
essay247	common_ground	2261:2333
essay247	value	2335:2500
essay247	common_ground	601:659
essay247	fact	521:592
essay247	real_example	703:810
essay247	real_example	812:892
essay247	real_example	894:985
essay247	hypothetical_instance	987:1071
essay247	common_ground	381:489
essay247	common_ground	1133:1201
essay247	statistics	1216:1238
essay247	real_example	1240:1342
essay247	real_example	1344:1460
essay247	hypothetical_instance	1462:1627
essay247	fact	1086:1124
essay247	common_ground	1638:1718
essay247	statistics	1720:1817
essay247	statistics	1819:1905
essay247	statistics	1907:2045
essay247	value	2060:2150
essay248	value	283:362
essay248	value	2281:2341
essay248	fact	2188:2269
essay248	hypothetical_instance	379:426
essay248	real_example	553:662
essay248	real_example	664:725
essay248	real_example	735:758
essay248	real_example	760:806
essay248	real_example	808:863
essay248	hypothetical_instance	865:964
essay248	value	428:538
essay248	real_example	1179:1250
essay248	real_example	1262:1368
essay248	common_ground	1370:1474
essay248	hypothetical_instance	1476:1636
essay248	real_example	986:1022
essay248	real_example	1024:1082
essay248	fact	1084:1163
essay248	fact	1745:1818
essay248	common_ground	1681:1732
essay248	common_ground	1866:1925
essay248	common_ground	1927:1991
essay248	common_ground	2001:2071
essay249	policy	502:575
essay249	statistics	591:670
essay249	value	672:800
essay249	real_example	847:963
essay249	real_example	965:1066
essay249	real_example	1068:1180
essay249	real_example	1182:1251
essay249	common_ground	1348:1420
essay249	common_ground	1432:1501
essay249	statistics	1503:1541
essay249	common_ground	1550:1596
essay249	statistics	1617:1759
essay249	value	1780:1877
essay249	common_ground	1263:1346
essay249	common_ground	2224:2327
essay249	policy	2057:2169
essay249	policy	2330:2477
essay249	value	2487:2641
essay250	value	400:433
essay250	fact	547:647
essay250	common_ground	449:534
essay250	common_ground	649:680
essay250	common_ground	682:828
essay250	common_ground	830:867
essay250	statistics	880:998
essay250	value	1008:1090
essay250	statistics	1092:1260
essay250	common_ground	1262:1304
essay250	hypothetical_instance	1322:1464
essay250	value	1496:1585
essay250	hypothetical_instance	1611:1705
essay250	common_ground	1707:1818
essay250	value	1835:1968
essay250	value	1970:2129
essay251	fact	310:382
essay251	common_ground	871:948
essay251	hypothetical_instance	760:862
essay251	common_ground	950:1001
essay251	fact	432:472
essay251	common_ground	474:520
essay251	hypothetical_instance	522:674
essay251	common_ground	1173:1199
essay251	common_ground	1208:1268
essay251	hypothetical_instance	1279:1367
essay251	fact	1091:1171
essay251	common_ground	1011:1089
essay251	statistics	1369:1459
essay251	hypothetical_instance	1477:1606
essay251	real_example	1608:1668
essay251	common_ground	1670:1723
essay251	value	1966:2015
essay251	hypothetical_instance	2024:2139
essay251	common_ground	2141:2209
essay251	common_ground	2211:2249
essay251	common_ground	2251:2305
essay251	value	2322:2419
essay252	policy	371:421
essay252	value	430:471
essay252	value	2048:2113
essay252	value	2204:2299
essay252	common_ground	875:977
essay252	common_ground	819:866
essay252	value	481:567
essay252	common_ground	569:667
essay252	common_ground	669:740
essay252	common_ground	742:817
essay252	hypothetical_instance	979:1119
essay252	value	1322:1425
essay252	common_ground	1129:1188
essay252	common_ground	1190:1267
essay252	common_ground	1269:1309
essay252	hypothetical_instance	1434:1483
essay252	policy	1523:1571
essay252	hypothetical_instance	1579:1633
essay252	common_ground	1650:1714
essay252	hypothetical_instance	1716:1842
essay252	common_ground	1844:1975
essay252	hypothetical_instance	1990:2030
essay252	value	2118:2202
essay253	value	340:491
essay253	value	1977:2137
essay253	fact	2156:2276
essay253	value	507:697
essay253	hypothetical_instance	699:1000
essay253	real_example	1002:1204
essay253	common_ground	1206:1282
essay253	real_example	1284:1421
essay253	fact	1431:1592
essay253	common_ground	1594:1631
essay253	common_ground	1640:1694
essay253	common_ground	1709:1863
essay253	hypothetical_instance	1865:1960
essay254	value	365:460
essay254	hypothetical_instance	761:793
essay254	common_ground	795:903
essay254	hypothetical_instance	657:752
essay254	common_ground	573:655
essay254	value	501:571
essay254	common_ground	1006:1122
essay254	hypothetical_instance	1124:1255
essay254	real_example	1257:1463
essay254	real_example	1471:1508
essay254	common_ground	1510:1564
essay254	common_ground	1573:1635
essay254	value	914:1004
essay254	hypothetical_instance	1759:1936
essay254	real_example	1947:2084
essay254	value	1666:1739
essay254	hypothetical_instance	2086:2269
essay254	value	2286:2407
essay255	fact	501:551
essay255	fact	2294:2346
essay255	real_example	619:657
essay255	value	659:707
essay255	real_example	722:827
essay255	hypothetical_instance	833:935
essay255	fact	1017:1130
essay255	common_ground	946:1011
essay255	hypothetical_instance	1145:1314
essay255	value	1542:1572
essay255	common_ground	1581:1627
essay255	hypothetical_instance	1640:1729
essay255	hypothetical_instance	1740:1933
essay255	common_ground	1935:2008
essay255	hypothetical_instance	2023:2053
essay256	policy	518:595
essay256	value	605:705
essay256	statistics	707:819
essay256	common_ground	821:964
essay256	value	2014:2131
essay256	value	2133:2167
essay256	value	1221:1291
essay256	hypothetical_instance	1293:1385
essay256	statistics	1144:1203
essay256	common_ground	1028:1142
essay256	common_ground	975:1026
essay256	common_ground	1635:1676
essay256	common_ground	1693:1830
essay256	hypothetical_instance	1841:1996
essay256	fact	1416:1539
essay257	value	2023:2071
essay257	value	2085:2120
essay257	common_ground	2125:2193
essay257	real_example	1012:1063
essay257	hypothetical_instance	1068:1109
essay257	value	449:507
essay257	hypothetical_instance	509:589
essay257	hypothetical_instance	599:664
essay257	real_example	678:751
essay257	statistics	753:803
essay257	statistics	805:886
essay257	hypothetical_instance	888:939
essay257	real_example	941:1010
essay257	common_ground	1554:1616
essay257	hypothetical_instance	1481:1540
essay257	common_ground	1385:1479
essay257	hypothetical_instance	1282:1383
essay257	fact	1121:1171
essay257	common_ground	1173:1264
essay257	fact	1726:1844
essay257	common_ground	1627:1724
essay257	common_ground	1846:1908
essay257	common_ground	1922:2001
essay258	value	132:200
essay258	fact	202:305
essay258	fact	339:388
essay258	value	409:452
essay258	value	2228:2299
essay258	value	2156:2214
essay258	value	853:922
essay258	hypothetical_instance	454:520
essay258	real_example	522:684
essay258	real_example	686:765
essay258	real_example	767:838
essay258	hypothetical_instance	1033:1182
essay258	common_ground	1184:1256
essay258	hypothetical_instance	1270:1366
essay258	fact	924:1018
essay258	real_example	1381:1658
essay258	value	1660:1727
essay258	common_ground	1736:1849
essay258	real_example	1851:1981
essay258	real_example	1983:2030
essay258	real_example	2046:2135
essay259	value	407:477
essay259	value	1531:1616
essay259	hypothetical_instance	648:815
essay259	hypothetical_instance	573:646
essay259	common_ground	817:883
essay259	hypothetical_instance	906:991
essay259	fact	493:571
essay259	value	1001:1088
essay259	common_ground	1103:1153
essay259	hypothetical_instance	1155:1250
essay259	hypothetical_instance	1265:1371
essay259	statistics	1383:1514
essay259	value	1618:1778
essay260	fact	391:456
essay260	fact	701:872
essay260	real_example	899:977
essay260	real_example	986:1069
essay260	statistics	465:584
essay260	common_ground	586:653
essay260	common_ground	655:699
essay260	real_example	1345:1421
essay260	real_example	1423:1569
essay260	real_example	1571:1704
essay260	real_example	1706:1769
essay260	value	1079:1152
essay260	hypothetical_instance	1170:1343
essay260	value	1786:1849
essay260	fact	1851:1970
essay261	policy	633:678
essay261	value	349:443
essay261	common_ground	452:587
essay261	common_ground	776:966
essay261	common_ground	993:1140
essay261	hypothetical_instance	1156:1295
essay261	value	694:774
essay261	common_ground	1413:1624
essay261	common_ground	1626:1751
essay261	hypothetical_instance	1753:1970
essay261	hypothetical_instance	1988:2080
essay261	common_ground	2094:2157
essay261	value	1311:1400
essay261	common_ground	2171:2251
essay261	policy	2328:2492
essay261	hypothetical_instance	2253:2320
essay261	policy	2659:2733
essay261	value	2509:2657
essay262	fact	307:454
essay262	value	1957:2090
essay262	fact	2163:2276
essay262	real_example	691:762
essay262	real_example	771:831
essay262	hypothetical_instance	842:975
essay262	common_ground	990:1060
essay262	common_ground	1065:1132
essay262	statistics	1155:1203
essay262	statistics	1210:1286
essay262	value	463:603
essay262	common_ground	1415:1535
essay262	value	1550:1646
essay262	fact	1297:1413
essay262	common_ground	1648:1713
essay262	common_ground	1715:1827
essay262	common_ground	1829:1939
essay263	fact	512:577
essay263	value	631:716
essay263	real_example	1061:1107
essay263	real_example	935:1053
essay263	real_example	1109:1257
essay263	real_example	1539:1635
essay263	value	1267:1371
essay263	real_example	1637:1768
essay263	fact	1974:2057
essay263	hypothetical_instance	2125:2194
essay263	value	2481:2540
essay264	value	325:410
essay264	value	437:478
essay264	policy	1698:1808
essay264	hypothetical_instance	610:757
essay264	hypothetical_instance	759:870
essay264	hypothetical_instance	887:969
essay264	fact	971:1065
essay264	hypothetical_instance	480:595
essay264	hypothetical_instance	1129:1324
essay264	hypothetical_instance	1326:1486
essay264	statistics	1488:1547
essay264	value	1644:1673
essay264	hypothetical_instance	1549:1631
essay264	common_ground	1086:1127
essay265	value	215:326
essay265	value	1812:1845
essay265	policy	1771:1803
essay265	value	856:922
essay265	hypothetical_instance	562:658
essay265	common_ground	350:421
essay265	common_ground	451:560
essay265	hypothetical_instance	673:838
essay265	value	1541:1597
essay265	common_ground	924:1003
essay265	hypothetical_instance	1005:1071
essay265	hypothetical_instance	1086:1130
essay265	common_ground	1132:1169
essay265	hypothetical_instance	1184:1283
essay265	hypothetical_instance	1298:1349
essay265	common_ground	1355:1535
essay265	common_ground	423:449
essay266	value	480:544
essay266	fact	2018:2082
essay266	value	2196:2310
essay266	common_ground	623:727
essay266	common_ground	745:869
essay266	common_ground	880:937
essay266	common_ground	939:1039
essay266	hypothetical_instance	1041:1226
essay266	hypothetical_instance	1228:1380
essay266	fact	560:621
essay266	value	1571:1635
essay266	common_ground	1391:1553
essay266	common_ground	1637:1809
essay266	common_ground	1811:1900
essay266	common_ground	1918:2000
essay266	value	2084:2185
essay267	fact	249:312
essay267	fact	314:449
essay267	value	1807:1882
essay267	fact	1901:2072
essay267	real_example	866:929
essay267	real_example	760:860
essay267	statistics	518:603
essay267	common_ground	931:1034
essay267	real_example	605:758
essay267	fact	465:516
essay267	common_ground	1170:1283
